SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,111 Jefferson St,Fincastle,VA,24090,329900,3,2.5,Fincastle,2347,10890,1994,1,141,,Active,,,https://www.redfin.com/VA/Fincastle/111-N-Jefferson-St-24090/home/122759974,MLSRV,893361,N,Y,37.5003197,-79.8741118
MLS Listing,,Single Family Residential,19705 Main St,Buchanan,VA,24066,649000,5,3.0,Buchanan,4044,14374,1924,1,160,,Active,,,https://www.redfin.com/VA/Buchanan/19705-Main-St-24066/home/122692246,MLSRV,890772,N,Y,37.527436,-79.6804263
MLS Listing,,Single Family Residential,363 Lowe St,Buchanan,VA,24066,399995,5,2.0,Buchanan,1980,25700,1820,1,202,,Active,,,https://www.redfin.com/VA/Buchanan/363-Lowe-St-24066/home/122692265,MLSRV,890356,N,Y,37.5267563,-79.6830325
MLS Listing,,Vacant Land,0 Reservior Rd,Roanoke,VA,24019,52000,,,Roanoke,,108028,,1,,,Active,,,https://www.redfin.com/VA/ROANOKE/RESERVOIR-RD-24019/home/164902603,MLSRV,886153,N,Y,37.357287,-79.932038
MLS Listing,,Vacant Land,Lot 1 Coltons Mill Rd,Bedford,VA,24523,65000,,,Bedford Lake Estates,,61419,,1,,83,Active,,,https://www.redfin.com/VA/Unknown/Lot-1-Coltons-Mill-Rd-24523/home/179033920,MLSRV,892805,N,Y,37.465586,-79.469339
MLS Listing,,Vacant Land,Lot 13 Vista Cir,Bedford,VA,24523,43900,,,North Hills Estates,,33105,,1,,,Active,,,https://www.redfin.com/VA/Bedford/Lot-13-Vista-Cir-24523/home/179034057,MLSRV,885936,N,Y,37.356681,-79.510178
MLS Listing,,Single Family Residential,2770 W Lynchburg Salem Tpke,Bedford,VA,24523,214900,2,2.0,Bedford,4080,44866,1950,1,53,,Active,,,https://www.redfin.com/VA/Bedford/2770-W-Lynchburg-Salem-Tpke-24523/home/182531759,MLSRV,894003,N,Y,37.3489022,-79.5857902
MLS Listing,,Vacant Land,Lot 188 Mockingbird Cir,Bedford,VA,24523,75000,,,North Hills,,43560,,1,,,Active,,,https://www.redfin.com/VA/Bedford/188-Mockingbird-Cir-24523/home/179034039,MLSRV,885572,N,Y,37.3595871,-79.5166302
MLS Listing,,Vacant Land,0 Peaks St,Bedford,VA,24523,49500,,,Bedford,,36590,,1,,,Active,,,https://www.redfin.com/VA/BEDFORD/PEAKS-ST-24523/home/68443990,MLSRV,889208,N,Y,37.348189,-79.526853
MLS Listing,,Vacant Land,0 Mountain View Church Rd,Blue Ridge,VA,24064,130000,,,Blue Ridge,,1386514,,1,,,Active,,,https://www.redfin.com/VA/Unknown/Mountain-View-Church-Rd-24064/home/179039981,MLSRV,890751,N,Y,37.367635,-79.762138
MLS Listing,,Vacant Land,0 Pin Oak Dr,Blue Ridge,VA,24064,39000,,,White Oak Estates,,,,1,,,Active,,,https://www.redfin.com/VA/BLUE-RIDGE/PIN-OAK-DR-24064/home/122768686,MLSRV,891899,N,Y,37.388655,-79.821985
MLS Listing,,Vacant Land,0 Goose Creek Valley Rd SW,Montvale,VA,24122,1800000,,,Montvale,,18335710,,1,,,Active,,,https://www.redfin.com/VA/Montvale/Goose-Creek-Valley-Rd-24122/home/179022927,MLSRV,891142,N,Y,37.418487,-79.695635
MLS Listing,,Vacant Land,0 Chenault St,Buchanan,VA,24066,22500,,,Jefferson Hills,,12632,,1,,,Active,,,https://www.redfin.com/VA/BUCHANAN/CHENAULT-ST-24066/home/122842766,MLSRV,893275,N,Y,37.517,-79.690065
MLS Listing,,Vacant Land,Lot 68 Glades End Rd,Blue Ridge,VA,24064,54950,,,Blue Ridge,,54450,,1,,4,Active,,,https://www.redfin.com/VA/Blue-Ridge/Lot-68-Glades-End-RD-Unknown/home/179034047,MLSRV,885985,N,Y,37.395008,-79.813342
MLS Listing,,Single Family Residential,50 Chesney Pl,Blue Ridge,VA,24064,585000,4,3.0,Cobblestone,3668,46173,2001,1,159,10,Active,,,https://www.redfin.com/VA/Blue-Ridge/50-Chesney-Pl-24064/home/122701054,MLSRV,893900,N,Y,37.3827352,-79.8325412
MLS Listing,,Single Family Residential,12790 Lee Hwy,Buchanan,VA,24066,230000,3,2.0,Mill Creek,2363,71874,1951,1,97,,Active,,,https://www.redfin.com/VA/Buchanan/12790-Lee-Hwy-24066/home/122663456,MLSRV,892726,N,Y,37.4853793,-79.7830686
MLS Listing,,Single Family Residential,84 Poplar Dr,Blue Ridge,VA,24064,219950,3,1.0,Blue Ridge Heights,1616,39204,1964,1,136,,Active,,,https://www.redfin.com/VA/Blue-Ridge/84-Poplar-Dr-24064/home/122676059,MLSRV,894054,N,Y,37.3858966,-79.7989641
MLS Listing,,Vacant Land,0 Curry Creek Rd,Fincastle,VA,24090,125000,,,Back Creek,,431679,,1,,,Active,,,https://www.redfin.com/VA/FINCASTLE/CURRY-CREEK-RD-24090/home/122713650,MLSRV,894224,N,Y,37.43872,-79.79743
MLS Listing,,Single Family Residential,61 Old Sawmill Rd,Blue Ridge,VA,24064,399950,4,3.0,Blue Ridge,5400,134600,2000,1,74,,Active,,,https://www.redfin.com/VA/Blue-Ridge/61-Old-Sawmill-Rd-24064/home/122785279,MLSRV,890113,N,Y,37.3503189,-79.7967091
MLS Listing,,Vacant Land,0 Chenault St,Buchanan,VA,24066,22500,,,Jefferson Hills,,11761,,1,,,Active,,,https://www.redfin.com/VA/BUCHANAN/CHENAULT-ST-24066/home/122820711,MLSRV,893271,N,Y,37.517192,-79.689777
MLS Listing,,Vacant Land,0 Newtown Rd,Buchanan,VA,24066,500000,,,Buchanan,,4413499,,1,,,Active,,,https://www.redfin.com/VA/BUCHANAN/NEWTOWN-RD-24066/home/122679883,MLSRV,891358,N,Y,37.516217,-79.694665
MLS Listing,,Vacant Land,305 County Line Rd,Buchanan,VA,24066,1074112,,,Buchanan,,7318080,,1,,,Active,,,https://www.redfin.com/VA/Buchanan/305-County-Line-Rd-24066/home/182777853,MLSRV,894342,N,Y,37.6236219,-79.619307
MLS Listing,,Vacant Land,0 Narrow Passage Rd,Eagle Rock,VA,24085,85900,,,Eagle Rock,,179467,,1,,,Active,,,https://www.redfin.com/VA/EAGLE-ROCK/NARROW-PASSAGE-RD-24085/home/122794134,MLSRV,888856,N,Y,37.642838,-79.76782
MLS Listing,,Vacant Land,0 Archway Rd,Blue Ridge,VA,24064,79888,,,Glade Creek,,871200,,1,,,Active,,,https://www.redfin.com/VA/BLUE-RIDGE/ARCHWAY-RD-24064/home/122804110,MLSRV,891865,N,Y,37.348327,-79.795011
MLS Listing,,Single Family Residential,7369 Botetourt Rd,Fincastle,VA,24090,1100000,1,1.5,Fincastle,1064,14662731,2012,1,1034,,Active,,,https://www.redfin.com/VA/Fincastle/7369-Botetourt-Rd-24090/home/179016092,MLSRV,882028,N,Y,37.5903278,-79.8373734
MLS Listing,,Single Family Residential,68 Ivy Mountain Rd,Buchanan,VA,24066,559000,4,3.0,Buchanan,2641,218235,2005,1,212,,Active,,,https://www.redfin.com/VA/Buchanan/68-Ivy-Mountain-Rd-24066/home/122696737,MLSRV,893511,N,Y,37.4987409,-79.687855
MLS Listing,,Single Family Residential,3774 Springwood Rd,Fincastle,VA,24090,289000,3,2.0,Fincastle,1250,55756,1969,1,231,,Active,,,https://www.redfin.com/VA/Fincastle/3774-Springwood-Rd-24090/home/122836368,MLSRV,894448,N,Y,37.5163508,-79.8196722
MLS Listing,,Mobile/Manufactured Home,236 Walnut Springs Ln,Buchanan,VA,24066,185000,3,2.0,Buchanan,1352,130680,2005,1,137,,Active,,,https://www.redfin.com/VA/Buchanan/236-Walnut-Springs-Ln-24066/home/122794989,MLSRV,894586,N,Y,37.4646941,-79.7459242
MLS Listing,,Vacant Land,0 Laymantown Rd,Troutville,VA,24175,35000,,,Rainbow Forest,,65340,,1,,,Active,,,https://www.redfin.com/VA/TROUTVILLE/LAYMANTOWN-RD-24175/home/122822797,MLSRV,891797,N,Y,37.357077,-79.84887
MLS Listing,,Single Family Residential,99 Gillie Ln,Blue Ridge,VA,24064,759950,4,3.5,Cobblestone,4784,52272,2004,1,159,10,Active,,,https://www.redfin.com/VA/Blue-Ridge/99-Gillie-Ln-24064/home/122670467,MLSRV,893326,N,Y,37.3860362,-79.8332196
MLS Listing,,Vacant Land,0 Big Otter DR Dr,Blue Ridge,VA,24064,950000,,,Blue Ridge,,3568435,,1,,,Active,,,https://www.redfin.com/VA/Unknown/Big-Otter-Dr-24064/home/179615010,MLSRV,894540,N,Y,37.356203,-79.755127
MLS Listing,,Vacant Land,Lot 8 Park Vista Dr,Buchanan,VA,24066,45000,,,Buchanan,,81021,,1,,,Active,,,https://www.redfin.com/VA/Buchanan/8-Park-Vista-Dr-24066/home/179033619,MLSRV,873431,N,Y,37.5335414,-79.7342412
MLS Listing,,Single Family Residential,1329 Sunset Hill Rd,Big Island,VA,24526,138900,2,1.0,Big Island,800,13503,1952,1,174,,Active,,,https://www.redfin.com/VA/Big-Island/1329-Sunset-Hill-Rd-24526/home/122056264,MLSRV,893700,N,Y,37.534383,-79.3621978
MLS Listing,,Single Family Residential,280 Summit Ridge Rd,Daleville,VA,24083,585000,4,3.5,Ashley Plantation,3607,15681,2005,1,162,125,Active,,,https://www.redfin.com/VA/Daleville/280-Summit-Ridge-Rd-24083/home/122717432,MLSRV,894218,N,Y,37.4249309,-79.8999632
MLS Listing,,Single Family Residential,105 Tara Ct,Daleville,VA,24083,1320000,6,4.5,Ashley Plantation,7637,55756,2006,1,173,13,Active,,,https://www.redfin.com/VA/Daleville/105-Tara-Ct-24083/home/122710720,MLSRV,889526,N,Y,37.4317199,-79.898498
MLS Listing,,Single Family Residential,264 Stonecreek Way,Roanoke,VA,24019,617450,4,2.5,Stonegate,3376,12632,2006,1,183,95,Active,,,https://www.redfin.com/VA/Roanoke/264-Stonecreek-Way-24019/home/130293001,MLSRV,893759,N,Y,37.3489902,-79.9142535
MLS Listing,,Vacant Land,8478 Reservoir Rd,Roanoke,VA,24019,35000,,,Roanoke,,51400,,1,,,Active,,,https://www.redfin.com/VA/Roanoke/8478-Reservoir-Rd-24019/home/122670513,MLSRV,894393,N,Y,37.3600964,-79.9358759
MLS Listing,,Single Family Residential,1219 Kira Ln,Bedford,VA,24523,1050000,2,1.0,Bedford,656,7885666,1810,1,1601,,Active,,,https://www.redfin.com/VA/Bedford/1219-Kira-Ln-24523/home/180721742,MLSRV,891732,N,Y,37.4357254,-79.5725259
MLS Listing,,Single Family Residential,Lot 15 Wild Fox Ct,Lynchburg,VA,24503,510950,4,2.5,Lynchburg,2910,16117,2023,1,176,15,Active,,,https://www.redfin.com/VA/Lynchburg/Lot-15-Wild-Fox-CT-24503/home/179944051,MLSRV,890468,N,Y,37.427515,-79.266342
MLS Listing,,Vacant Land,0 Lee Hwy,Troutville,VA,24175,39950,,,Mill Creek,,130680,,1,,,Active,,,https://www.redfin.com/VA/TROUTVILLE/LEE-HWY-24175/home/122700298,MLSRV,887467,N,Y,37.429288,-79.865123
MLS Listing,,Single Family Residential,Lot 19 Wild Fox Ct,Lynchburg,VA,24503,485950,3,2.5,Lynchburg,2575,13503,2022,1,189,15,Active,,,https://www.redfin.com/VA/Lynchburg/Lot-19-Wild-Fox-CT-24503/home/179031406,MLSRV,888527,N,Y,37.428076,-79.265358
MLS Listing,,Vacant Land,Tract 3 Stoney Battery Rd,Troutville,VA,24175,69950,,,Troutville,,190792,,1,,,Active,,,https://www.redfin.com/VA/Troutville/3-Stoney-Battery-Rd-24175/home/122770296,MLSRV,887575,N,Y,37.416721,-79.855868
MLS Listing,,Vacant Land,1283 Aviary Ln,Bedford,VA,24523,695000,,,Bedford,,2345270,,1,,,Active,,,https://www.redfin.com/VA/Bedford/1283-Aviary-Ln-24523/home/180455052,MLSRV,891222,N,Y,37.3481528,-79.5681303
MLS Listing,,Single Family Residential,Lot 8 Boonsboro Meadows Dr,Lynchburg,VA,24503,475950,4,2.5,Lynchburg,3033,14810,2022,1,157,15,Active,,,https://www.redfin.com/VA/Lynchburg/Lot-8-Boonsboro-Meadows-Dr-24503/home/182726819,MLSRV,888529,N,Y,37.42555,-79.264542
MLS Listing,,Vacant Land,Lot 1 Medallion Ct,Daleville,VA,24083,70000,,,Medallion Hills,,,,1,,240,Active,,,https://www.redfin.com/VA/Daleville/1-Medallion-Ct-24083/home/179034948,MLSRV,893644,N,Y,37.4114033,-79.9202393
MLS Listing,,Single Family Residential,Lot 20 Wild Fox Ct,Lynchburg,VA,24503,470950,4,3.0,Lynchburg,2346,13068,2022,1,201,15,Active,,,https://www.redfin.com/VA/Lynchburg/Lot-20-Wild-Fox-CT-24503/home/179031369,MLSRV,888528,N,Y,37.427824,-79.265274
MLS Listing,,Vacant Land,Lot 5 Goode Station Rd,Goode,VA,24556,80000,,,Goode,,29620,,1,,,Active,,,https://www.redfin.com/VA/Goode/Lot-5-Goode-Station-Rd-24556/home/179033509,MLSRV,894014,N,Y,37.362507,-79.39353
