SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1795 Boulder Ridge Trl,Reno,NV,89523-3922,2374000,5,5.0,Reno-Northwest Foothills,5458,27442,2020,44,435,248,Active,,,https://www.redfin.com/NV/Reno/1795-Boulder-Ridge-Ct-89523/home/60279778,NNRMLS,220015842,N,Y,39.5311446,-119.9270266
MLS Listing,,Single Family Residential,2604 Roseto Cir,Sparks,NV,89434-2140,829900,4,2.5,Sparks-Foothills,3081,8712,2002,52,269,25,Active,,,https://www.redfin.com/NV/Sparks/2604-Roseto-Cir-89434/home/68094466,NNRMLS,220015559,N,Y,39.5545347,-119.6943895
MLS Listing,,Single Family Residential,5200 Cedarwood Dr,Reno,NV,89511-9025,829000,4,3.0,Reno-Southwest Suburban,2436,50093,1993,59,340,,Active,December-17-2022 11:00 AM,December-17-2022 02:00 PM,https://www.redfin.com/NV/Reno/5200-Cedarwood-Dr-89511/home/68046200,NNRMLS,220015283,N,Y,39.370388,-119.808394
MLS Listing,,Single Family Residential,1670 Huntley Trl,Reno,NV,89523-3940,1150000,4,3.5,Reno-Northwest Foothills,2569,11761,2020,65,448,220,Active,,,https://www.redfin.com/NV/Reno/1670-Huntley-Trl-89523/home/148597007,NNRMLS,220015007,N,Y,39.5260671,-119.9444659
MLS Listing,,Single Family Residential,1715 Samantha Crest Trl,Reno,NV,89523-4839,749900,4,2.5,Reno-Northwest Foothills,2313,6534,2015,65,324,235,Active,,,https://www.redfin.com/NV/Reno/1715-Samantha-Crest-Trl-89523/home/68088247,NNRMLS,220014991,N,Y,39.5301759,-119.9487802
MLS Listing,,Single Family Residential,2340 Blue Canyon Ct,Reno,NV,89523-6234,569900,3,2.5,Reno-Northwest Suburban,1760,3920,2004,86,324,,Active,,,https://www.redfin.com/NV/Reno/2340-Blue-Canyon-Ct-89523/home/67999524,NNRMLS,220014156,N,Y,39.5384439,-119.8788695
MLS Listing,,Multi-Family (2-4 Unit),17433 Champagne Ln,Grass Valley,CA,95949,1149900,3,3.0,Grass Valley,4860,216058,1992,133,237,,Active,,,https://www.redfin.com/CA/Grass-Valley/17433-Champagne-Ln-95949/home/170957549,MetroList,222103966,N,Y,39.1450625,-121.138775
MLS Listing,,Vacant Land,11990 Cavern Way,Truckee,CA,96161,275000,,,Donner Crest,,,,219,,,Active,,,https://www.redfin.com/CA/Truckee/11990-Cavern-Way-96161/home/170971407,TSMLS,20220860,N,Y,39.3354716,-120.2156783
MLS Listing,,Vacant Land,0 Knoll Dr #29,Carson City,NV,89703,360000,,,Carson W. Middle,,195584,,272,,,Active,,,https://www.redfin.com/NV/Carson-City/0-Knoll-Dr-89703/unit-29/home/174999399,NNRMLS,220003446,N,Y,39.1601141,-119.8046332
MLS Listing,,Vacant Land,264 Genoa Highlands Cir,Genoa,NV,89411-1550,299900,,,G/M Alpine/Genoa,,12196,,331,,154,Active,,,https://www.redfin.com/NV/Genoa/264-Genoa-Highlands-Cir-89411/home/60281936,NNRMLS,220000546,N,Y,39.010512,-119.837088
MLS Listing,,Vacant Land,701 Willhoite Rd,Chester,CA,96020,43000,,,Vision Lake,,14374,,1,,,Active,,,https://www.redfin.com/CA/Chester/701-Willhoite-Rd-96020/home/121053617,PAR,20211288,N,Y,40.2930862,-121.2286709
MLS Listing,,Single Family Residential,430 Third Ave,Chester,CA,96020,205000,2,1.0,Chester,712,6969,1934,1,288,,Active,,,https://www.redfin.com/CA/Portola/430-3rd-Ave-96122/home/121023991,PAR,20220470,N,Y,40.305919,-121.224807
MLS Listing,,Single Family Residential,12881 Gas Point Rd,Igo,CA,96047,475000,3,2.0,Igo,2093,,2002,1,227,,Active,,,https://www.redfin.com/CA/Igo/12881-Gas-Point-Rd-96047/home/161767083,SAOR,22-4654,N,Y,40.4491614,-122.533244
MLS Listing,,Vacant Land,579 Hennesey View None,Burnt Ranch,CA,95527,399000,,,Burnt Ranch,,2352240,,,,,Active,,,https://www.redfin.com/CA/Burnt-Ranch/579-Hennessey-Vw-95527/home/124434677,HAR,260458,N,Y,40.8064317,-123.5159535
MLS Listing,,Condo/Co-op,1300 Regency Way #37,Tahoe Vista,CA,96148,388000,1,1.0,Kings Run,656,,1974,1,591,,Active,,,https://www.redfin.com/CA/Tahoe-Vista/1300-Regency-Way-96148/unit-37/home/171155451,TSMLS,20222483,N,Y,39.254845,-120.0450823
MLS Listing,,Single Family Residential,2331 Wilson Ave,Redding,CA,96002,259900,3,1.0,.....Please Select,1056,7840,1975,1,246,,Active,,,https://www.redfin.com/CA/Redding/2331-Wilson-Ave-96002/home/122159108,SAOR,22-5778,N,Y,40.5664454,-122.3277791
MLS Listing,,Single Family Residential,30 Acacia Ave,Oroville,CA,95966,363000,3,2.0,Oroville,1272,13939,1977,1,285,,Active,,,https://www.redfin.com/CA/Oroville/30-Acacia-Ave-95966/home/45561774,CRMLS,OR22256870,N,Y,39.5148852,-121.5312241
MLS Listing,,Single Family Residential,37214 Superior Ave,Burney,CA,96013,300000,3,2.0,.....Please Select,1387,13939,2004,1,216,,Active,,,https://www.redfin.com/CA/Burney/37214-Superior-Ave-96013/home/121809580,SAOR,22-5777,N,Y,40.8835983,-121.6623455
MLS Listing,,Vacant Land,12593 E Sierra Dr,Truckee,CA,96161,90000,,,Armstrong Tract,,7840,,1,,,Active,,,https://www.redfin.com/CA/Truckee/12593-Sierra-Dr-96161/home/170972328,TSMLS,20222482,N,Y,39.326369,-120.232591
MLS Listing,,Single Family Residential,2505 Holcomb Ranch Ln,Reno,NV,89511,5500000,2,1.0,Reno-Old Southwest,900,656449,1966,1,6111,,Active,,,https://www.redfin.com/NV/Reno/2505-Holcomb-Ranch-Ln-89511/home/68043270,NNRMLS,220017096,N,Y,39.443573,-119.794585
MLS Listing,,Condo/Co-op,1985 Olympic Valley Rd Unit 2-216,Olympic Valley,CA,96146,925000,2,2.0,The Village,896,,2002,1,1032,1249,Active,,,https://www.redfin.com/CA/Olympic-Valley/1985-Olympic-Valley-Rd-96146/unit-2-216/home/179137757,TSMLS,20222481,N,Y,39.197611,-120.2356535
MLS Listing,,Single Family Residential,13280 Pala Mesa Cir,Redding,CA,96003,995000,4,2.5,TIERRA OAKS,2680,130680,2002,1,371,,Active,December-17-2022 12:00 PM,December-17-2022 03:00 PM,https://www.redfin.com/CA/Redding/13280-Pala-Mesa-Cir-96003/home/161760789,SAOR,22-5776,N,Y,40.6738544,-122.3330005
MLS Listing,,Single Family Residential,3851 Deerlick Springs Rd,Douglas City,CA,96024,180000,4,2.0,.....Please Select,2000,,,1,90,,Active,,,https://www.redfin.com/CA/Douglas-City/3851-Deerlick-Springs-Rd-96024/home/124434038,SAOR,22-5775,N,Y,40.5711871,-122.9275687
MLS Listing,,Townhouse,439 Ala Wai Blvd #152,South Lake Tahoe,CA,96150,1050000,3,3.0,Tahoe Keys,1452,1307,1969,1,723,1071,Active,,,https://www.redfin.com/CA/South-Lake-Tahoe/439-Ala-Wai-Blvd-96150/unit-152/home/167282017,STARMLS,136465,N,Y,38.935842,-120.0039958
MLS Listing,,Single Family Residential,15 Myrtle Dr,Oroville,CA,95966,460000,3,2.0,Oroville,1945,145490,1951,1,237,,Active,,,https://www.redfin.com/CA/Oroville/15-Myrtle-Dr-95966/home/45561783,CRMLS,SN22255108,N,Y,39.5118246,-121.5271427
MLS Listing,,Single Family Residential,3755 Partridge Pkwy,Olivehurst,CA,95961,440000,4,2.5,Olivehurst,1874,6983,2018,1,235,,Active,,,https://www.redfin.com/CA/Olivehurst/3755-Partridge-Pkwy-95961/home/127696596,MetroList,222148740,N,Y,39.0626603,-121.5561109
MLS Listing,,Vacant Land,0 0- Spur Ave,Oroville,CA,95966,249500,,,Oroville,,392476,,1,,,Active,,,https://www.redfin.com/CA/OROVILLE/SPUR-AVE-95966/home/45555978,MetroList,222149083,N,Y,39.427035,-121.480026
MLS Listing,,Vacant Land,576 - 580 Lamb Creek Rd,Mad River,CA,95552,285000,,,Mad River,,2613600,,1,,,Active,,,https://www.redfin.com/CA/Mad-River/576-Lamb-Rd-95552/home/124379886,BAREIS,322104721,N,Y,40.4588622,-123.4935429
MLS Listing,,Single Family Residential,120 Tanner Way,Orland,CA,95963,410000,3,2.0,Orland,1662,9148,1990,1,247,,Active,,,https://www.redfin.com/CA/Orland/120-Tanner-Way-95963/home/45640594,CRMLS,SN22256809,N,Y,39.7538547,-122.2030275
MLS Listing,,Mobile/Manufactured Home,1340 Alrose Ln #62,Redding,CA,96002,40000,2,2.0,Redding,1296,,1976,1,31,,Active,,,https://www.redfin.com/CA/Redding/1340-Alrose-Ln-96002/unit-62/home/122376515,SAOR,22-5774,N,Y,40.5400482,-122.3461847
MLS Listing,,Single Family Residential,14299 Sun Frst,Penn Valley,CA,95946,387500,2,2.0,Penn Valley,1280,13504,1983,1,303,247,Active,,,https://www.redfin.com/CA/Penn-Valley/14299-Sun-Forest-Dr-95946/home/170990230,MetroList,222148620,N,Y,39.2462967,-121.1879281
MLS Listing,,Condo/Co-op,11501 Garnet Way #3,Auburn,CA,95602,235000,2,1.0,Auburn,922,922,1977,1,255,180,Active,,,https://www.redfin.com/CA/Auburn/11501-Garnet-Way-95602/unit-3/home/19553906,MetroList,222148929,N,Y,38.9465959,-121.1039733
MLS Listing,,Vacant Land,18904 Lake City Rd,Nevada City,CA,95959,210000,,,Nevada City,,1487574,,1,,,Active,,,https://www.redfin.com/CA/Nevada-City/18904-Lake-City-Rd-95959/home/170958121,MetroList,222149000,N,Y,39.367039,-120.9505004
MLS Listing,,Single Family Residential,2778 Peach St,Live Oak,CA,95953,315000,3,2.0,Live Oak,1178,6098,1983,1,267,,Active,,,https://www.redfin.com/CA/Live-Oak/2778-Peach-St-95953/home/123326003,MetroList,222148994,N,Y,39.2696257,-121.6651829
MLS Listing,,Mobile/Manufactured Home,3089 5th St,Biggs,CA,95917,84900,2,1.0,Biggs,660,7841,1972,1,129,,Active,,,https://www.redfin.com/CA/Biggs/3089-5th-St-95917/home/45537535,MetroList,222148964,N,Y,39.4164436,-121.7110625
MLS Listing,,Vacant Land,277 Bluff Creek Rd,Zenia,CA,95595,565000,,,Zenia,,6969600,,1,,,Active,,,https://www.redfin.com/CA/Zenia/277-Bluff-Creek-Rd-95595/home/183386766,BAREIS,322104707,N,Y,40.177697,-123.4566979
MLS Listing,,Single Family Residential,1223 I St,Eureka,CA,95501,449000,3,2.0,Eureka,1650,5662,1888,1,272,,Active,,,https://www.redfin.com/CA/Eureka/1223-I-St-95501/home/115828498,HAR,263387,N,Y,40.7962979,-124.1609531
MLS Listing,,Single Family Residential,1089 Centerville Ln,Gardnerville,NV,89460,765000,3,2.0,G/M Chambers Field,1765,65340,1976,1,433,,Active,,,https://www.redfin.com/NV/Gardnerville/1089-Centerville-Ln-89460/home/60205323,NNRMLS,220017095,N,Y,38.9104051,-119.7621248
MLS Listing,,Vacant Land,2651 Tenmile Creek Rd,Laytonville,CA,95454,295000,,,Laytonville,,435600,,1,,,Active,,,https://www.redfin.com/CA/Laytonville/2651-Ten-Mile-Creek-Rd-95454/home/183386084,BAREIS,322104697,N,Y,39.7185769,-123.5173849
