SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3149 SW Antler Ln,Redmond,OR,97756,459000,3,2.0,Village Pointe,1202,6534,2007,9,382,,Active,December-18-2022 02:00 PM,December-18-2022 04:00 PM,https://www.redfin.com/OR/Redmond/3149-SW-Antler-Ln-97756/home/112266776,MLSCO,220157157,N,Y,44.2761565,-121.205255
MLS Listing,,Single Family Residential,1108 Garrison St,The Dalles,OR,97058,380000,3,2.0,The Dalles,2054,4791,1930,1,185,,Active,,,https://www.redfin.com/OR/The-Dalles/1108-Garrison-St-97058/home/55361671,RMLS,22545249,N,Y,45.5989868,-121.1938476
MLS Listing,,Single Family Residential,1720 N 16,Pasco,WA,99301,299000,5,2.0,LINDNER ADDN,2038,6969,1954,1,147,,Active,,,https://www.redfin.com/WA/Pasco/1720-N-16th-Ave-99301/home/114837705,PACMLS,265865,N,Y,46.2440562,-119.1098774
MLS Listing,,Single Family Residential,2825 Campbell Street St,Baker City,OR,97814,239900,3,2.0,Baker City,912,,1950,1,263,,Active,,,https://www.redfin.com/OR/Baker-City/2825-Campbell-St-97814/home/183387960,RMLS,22545899,N,Y,44.7815236,-117.8403205
MLS Listing,,Mobile/Manufactured Home,11472 NW Huston Ave,Prineville,OR,97754,290000,2,2.0,Golden Horseshoe,1200,9148,2022,1,242,8,Active,,,https://www.redfin.com/OR/PRINEVILLE/11472-NW-HUSTON-AVE-97754/home/110498773,MLSCO,220157380,N,Y,44.402764,-120.915417
MLS Listing,,Single Family Residential,82 Fair Acres Ln,Walla Walla,WA,99362,1599000,6,5.0,Walla Walla,6364,213400,1912,1,251,,Active,,,https://www.redfin.com/WA/Walla-Walla/82-Fair-Acres-Ln-99362/home/126556681,NWMLS,2023046,N,Y,46.0329757,-118.2573367
MLS Listing,,Vacant Land,12616 Steeplechase Dr,Kennewick,WA,99338,234750,,,STEEPLECHASE,,43560,,1,,,Active,,,https://www.redfin.com/WA/Kennewick/12616-S-Steeplechase-Dr-99338/home/178357955,PACMLS,265863,N,Y,46.1934119,-119.3099637
MLS Listing,,Mobile/Manufactured Home,2414 N Ott Rd,Hermiston,OR,97838,189000,3,2.0,Hermiston,1344,38332,1973,1,141,,Active,,,https://www.redfin.com/OR/Hermiston/2414-N-Ott-Rd-97838/home/56141501,RMLS,22119676,N,Y,45.8634018,-119.2478866
MLS Listing,,Single Family Residential,907 N Water St,Ellensburg,WA,98926,339000,3,2.0,North Water,1824,6500,1939,1,186,,Active,,,https://www.redfin.com/WA/Ellensburg/907-N-Water-St-98926/home/16793445,NWMLS,2022986,N,Y,47.0012088,-120.5505906
MLS Listing,,Single Family Residential,86506 Calico Rd,Kennewick,WA,99338,839000,3,3.0,STEEPLECHASE,2554,43560,2021,1,329,,Active,,,https://www.redfin.com/WA/Kennewick/86506-E-Calico-Rd-99338/home/178357966,PACMLS,265859,N,Y,46.1950535,-119.3164005
MLS Listing,,Single Family Residential,1565 Sacajawea Ave,Richland,WA,99352,423000,3,2.0,RIVER VIEW PT,1669,6098,2009,1,253,,Active,,,https://www.redfin.com/WA/Richland/1565-Sacajawea-Ave-99352/home/75206635,PACMLS,265858,N,Y,46.2346485,-119.2528595
MLS Listing,,Single Family Residential,2203 11th Ave,Lewiston,ID,83501,299000,2,1.0,Lewiston - 2135,1112,7187,1953,1,269,,Active,,,https://www.redfin.com/ID/Lewiston/2203-11th-Ave-83501/home/106848792,IMLS,98865347,N,Y,46.4095675,-116.9999279
MLS Listing,,Mobile/Manufactured Home,511 Fern,Mabton,WA,98935,199999,3,2.0,,1020,6969,1955,1,196,,Active,,,https://www.redfin.com/WA/Mabton/511-Fern-St-98935/home/127753944,PACMLS,265857,N,Y,46.2093809,-119.996667
MLS Listing,,Vacant Land,. Un Assigned Ave,Zillah,WA,98953,160000,,,Zillah,,93654,,1,,,Active,,,https://www.redfin.com/WA/Zillah/Un-Assigned-AVE-98953/home/183384468,YAMLS,22-3008,N,Y,46.409981,-120.278414
MLS Listing,,Vacant Land,1471 Orchardvale Rd,Zillah,WA,98953,135000,,,Zillah,,93654,,1,,,Active,,,https://www.redfin.com/WA/Zillah/1471-Orchardvale-Rd-98953/home/127363576,YAMLS,22-3006,N,Y,46.3829117,-120.1946171
MLS Listing,,Single Family Residential,6013 W Melville Rd,Pasco,WA,99301,319000,4,2.0,DESCHANES,1886,13503,1977,1,169,,Active,,,https://www.redfin.com/WA/Pasco/6013-Melville-Rd-99301/home/114742892,PACMLS,265856,N,Y,46.2500263,-119.1702437
MLS Listing,,Single Family Residential,401 S 17th Ave,Yakima,WA,98902,315000,3,2.0,Yakima,1868,6534,1925,1,169,,Active,December-18-2022 01:00 PM,December-18-2022 03:00 PM,https://www.redfin.com/WA/Yakima/401-S-17th-Ave-98902/home/127032698,YAMLS,22-3005,N,Y,46.5941685,-120.5314319
MLS Listing,,Condo/Co-op,3107 Ponderosa Pl #10,Yakima,WA,98902,290000,0,,Yakima,1348,,1980,1,215,255,Active,,,https://www.redfin.com/WA/Yakima/3107-Ponderosa-Dr-98902/unit-10/home/127157816,NWMLS,2022979,N,Y,46.6057879,-120.550707
MLS Listing,,Vacant Land,1480 River Ridge Dr,Asotin,WA,99402,120000,,,Riverpointe,,19602,,1,,,Active,,,https://www.redfin.com/WA/Asotin/1480-River-Ridge-Dr-99402/home/183383927,IMLS,98865329,N,Y,46.3311016,-117.0313694
MLS Listing,,Single Family Residential,1001 W Windrose Dr,Moses Lake,WA,98837,465000,5,2.5,Sage Bay,2640,13306,2004,1,176,,Active,December-20-2022 10:30 AM,December-20-2022 12:30 PM,https://www.redfin.com/WA/Moses-Lake/1001-W-Windrose-Dr-98837/home/16826197,NWMLS,2022406,N,Y,47.1300502,-119.2944856
MLS Listing,,Single Family Residential,733 4th St,Clarkston,WA,99403,275000,3,1.0,Clarkston Downtown - 2510,1153,6534,1930,1,239,,Active,,,https://www.redfin.com/WA/Clarkston/733-4th-St-99403/home/114377524,IMLS,98865327,N,Y,46.4150464,-117.0426375
MLS Listing,,Mobile/Manufactured Home,1804 W Marina Dr #42,Moses Lake,WA,98837,99500,2,1.0,Moses Lake,952,,1993,1,105,,Active,,,https://www.redfin.com/WA/Moses-Lake/1804-W-Marina-Dr-98837/unit-42/home/177191659,NWMLS,2022934,N,Y,47.1144745,-119.3045302
MLS Listing,,Vacant Land,0 Shotgun Ln,Selah,WA,98942,179000,,,Selah,,792356,,1,,,Active,,,https://www.redfin.com/WA/Selah/0-Shotgun-LN-98942/home/180345681,RMLS,22277876,N,Y,46.656091,-120.46991
MLS Listing,,Vacant Land,1482 River Ridge Dr,Asotin,WA,99402,110000,,,Asotin - 2500,,23522,,1,,,Active,,,https://www.redfin.com/WA/Asotin/1482-River-Ridge-Dr-99402/home/183383260,IMLS,98865322,N,Y,46.3311016,-117.0313694
MLS Listing,,Single Family Residential,6307 Camden Dr,Pasco,WA,99301,1750,4,3.0,SUNNY MDW5,1847,7400,1998,1,1,,Active,,,https://www.redfin.com/WA/Pasco/6307-Camden-Dr-99301/home/114737866,PACMLS,265855,N,Y,46.2742882,-119.1727746
MLS Listing,,Single Family Residential,121 Panorama Dr,Yakima,WA,98901,499000,3,2.5,Yakima,2134,39639,1996,1,234,,Active,,,https://www.redfin.com/WA/Yakima/121-Panorama-Dr-98901/home/127766903,YAMLS,22-3002,N,Y,46.6075988,-120.4395792
MLS Listing,,Single Family Residential,361 Puterbaugh Rd,Grandview,WA,98930,499000,3,2.0,,1932,54450,2006,1,258,,Active,,,https://www.redfin.com/WA/Grandview/361-Puterbaugh-Rd-98930/home/127040028,PACMLS,265854,N,Y,46.2560043,-119.9361609
MLS Listing,,Vacant Land,NKA Tibbling Rd #4,Selah,WA,98942,129000,,,Selah,,113256,,1,,,Active,,,https://www.redfin.com/WA/Unknown/NKA-Tibbling-Rd-98942/unit-4/home/183382493,YAMLS,22-3001,N,Y,46.695375,-120.541937
MLS Listing,,Vacant Land,NKA Tibbling Rd #3,Selah,WA,98942,134000,,,Selah,,126324,,1,,,Active,,,https://www.redfin.com/WA/Unknown/NKA-Tibbling-Rd-98942/unit-3/home/183382453,YAMLS,22-3000,N,Y,46.695484,-120.542506
