SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,701 Willhoite Rd,Chester,CA,96020,43000,,,Vision Lake,,14374,,1,,,Active,,,https://www.redfin.com/CA/Chester/701-Willhoite-Rd-96020/home/121053617,PAR,20211288,N,Y,40.2930862,-121.2286709
MLS Listing,,Single Family Residential,430 Third Ave,Chester,CA,96020,205000,2,1.0,Chester,712,6969,1934,1,288,,Active,,,https://www.redfin.com/CA/Portola/430-3rd-Ave-96122/home/121023991,PAR,20220470,N,Y,40.305919,-121.224807
MLS Listing,,Single Family Residential,12881 Gas Point Rd,Igo,CA,96047,475000,3,2.0,Igo,2093,,2002,1,227,,Active,,,https://www.redfin.com/CA/Igo/12881-Gas-Point-Rd-96047/home/161767083,SAOR,22-4654,N,Y,40.4491614,-122.533244
MLS Listing,,Single Family Residential,2331 Wilson Ave,Redding,CA,96002,259900,3,1.0,.....Please Select,1056,7840,1975,1,246,,Active,,,https://www.redfin.com/CA/Redding/2331-Wilson-Ave-96002/home/122159108,SAOR,22-5778,N,Y,40.5664454,-122.3277791
MLS Listing,,Single Family Residential,37214 Superior Ave,Burney,CA,96013,300000,3,2.0,.....Please Select,1387,13939,2004,1,216,,Active,,,https://www.redfin.com/CA/Burney/37214-Superior-Ave-96013/home/121809580,SAOR,22-5777,N,Y,40.8835983,-121.6623455
MLS Listing,,Single Family Residential,13280 Pala Mesa Cir,Redding,CA,96003,995000,4,2.5,TIERRA OAKS,2680,130680,2002,1,371,,Active,December-17-2022 12:00 PM,December-17-2022 03:00 PM,https://www.redfin.com/CA/Redding/13280-Pala-Mesa-Cir-96003/home/161760789,SAOR,22-5776,N,Y,40.6738544,-122.3330005
MLS Listing,,Single Family Residential,6555 E Antelope Rd,Eagle Point,OR,97524,1800000,5,4.0,Eagle Point,4598,7129901,2002,1,391,,Active,,,https://www.redfin.com/OR/Eagle-Point/6555-E-Antelope-Rd-97524/home/174491926,MLSCO,220157382,N,Y,42.377162,-122.7047919
MLS Listing,,Mobile/Manufactured Home,1340 Alrose Ln #62,Redding,CA,96002,40000,2,2.0,Redding,1296,,1976,1,31,,Active,,,https://www.redfin.com/CA/Redding/1340-Alrose-Ln-96002/unit-62/home/122376515,SAOR,22-5774,N,Y,40.5400482,-122.3461847
MLS Listing,,Vacant Land,1355 Crooked Oak Ln,Redding,CA,96003,125000,,,Redding,,217800,,1,,,Active,,,https://www.redfin.com/CA/Redding/1355-Crooked-Oak-Ln-96003/home/183385496,SAOR,22-5773,N,Y,40.6497646,-122.351276
MLS Listing,,Vacant Land,Lot 815 Coopers Hawk Rd,Klamath Falls,OR,97601,17000,0,,Running YResort,,23958,,1,,185,Active,,,https://www.redfin.com/OR/Unknown/Lot-815-Cooper-s-Hawk-Rd-97601/home/183385436,MLSCO,220157377,N,Y,42.267307,-121.870839
MLS Listing,,Vacant Land,Lot 814 Coopers Hawk Rd,Klamath Falls,OR,97601,17000,0,,Running YResort,,22651,,1,,185,Active,,,https://www.redfin.com/OR/Unknown/Lot-814-Cooper-s-Hawk-Rd-97601/home/183385278,MLSCO,220157375,N,Y,42.267188,-121.870914
